Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Urban_Rural_Town,Urban_Rural_City,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check,Churn
0,36,0,0,0,0,0.0,4,1,2.01,0,0,0,0,0,0,0,0,0,0,0,0,20.95,85.5,0.0,0,8.04,93.54,5822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,37,0,0,0,0,0.0,9,1,8.91,0,0,0,0,0,0,0,0,0,0,0,0,20.25,178.5,0.0,0,80.19,258.69,3361,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,38,0,0,0,0,0.0,9,1,15.62,0,1,2,0,0,0,0,0,0,0,1,0,45.15,416.45,0.0,0,140.57999999999998,557.03,3757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,59,1,0,0,1,1.0,50,1,35.33,1,1,17,0,0,0,0,1,0,0,1,1,84.4,4116.15,0.0,0,1766.5,5882.65,5135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,36,0,0,0,0,0.0,1,1,5.94,1,1,8,0,0,0,0,0,0,0,1,1,75.1,75.1,0.0,0,5.94,81.03999999999999,4335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,50,1,0,0,1,1.0,54,1,42.1,1,1,12,0,0,0,0,1,1,1,1,1,70.15,3715.65,0.0,0,2273.4,5989.05,4596,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,64,0,0,0,0,0.0,42,1,18.79,1,1,16,0,1,0,0,1,1,1,1,1,101.75,4273.45,0.0,0,789.18,5062.63,5545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,41,0,0,0,0,0.0,1,1,22.11,0,1,18,0,0,0,0,0,0,0,0,0,45.8,45.8,0.0,0,22.11,77.91,5973,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,63,0,0,0,0,0.0,1,1,40.83,0,0,0,0,0,0,0,0,0,0,0,1,20.1,20.1,0.0,0,40.83,60.93,4933,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1,64,1,0,0,1,2.0,9,0,0.0,0,1,26,0,0,0,1,1,0,0,1,0,40.65,328.95,0.0,0,0.0,328.95,4800,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1,62,0,0,0,0,0.0,1,1,38.66,0,1,18,0,0,0,0,0,0,0,1,1,69.1,69.1,0.0,0,38.66,107.76,5795,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,25,0,0,0,0,0.0,13,1,6.03,1,1,48,0,0,0,0,0,0,1,1,1,75.0,999.45,0.0,0,78.39,1077.84,2189,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,56,1,0,0,1,1.0,19,1,43.95,0,1,20,0,1,0,1,1,1,1,1,0,100.0,1888.65,0.0,0,835.0500000000001,2723.7000000000003,2608,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,25,0,0,0,0,0.0,24,0,0.0,0,1,52,0,1,1,0,1,1,1,1,1,54.15,1240.25,0.0,0,0.0,1240.25,5153,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,59,1,0,0,1,1.0,67,1,32.15,1,1,28,1,0,1,1,1,1,1,1,1,108.75,7156.2,0.0,0,2154.05,9310.25,5516,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
0,59,1,0,0,1,1.0,6,1,6.94,0,1,28,0,0,0,1,0,0,0,1,1,49.15,270.8,0.0,0,41.64,312.44,5271,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,30,0,1,0,0,0.0,20,1,22.78,0,0,0,0,0,0,0,0,0,0,0,1,19.4,374.5,0.0,0,455.6,830.1,3785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,36,1,0,0,1,1.0,11,1,7.89,1,1,10,0,1,0,0,1,1,1,1,1,102.0,1145.35,0.0,0,86.78999999999999,1232.14,5750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,60,0,0,0,0,0.0,2,1,24.71,0,0,0,0,0,0,0,0,0,0,0,0,20.65,38.7,0.0,0,49.42,88.12,3845,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
0,23,0,0,0,0,0.0,1,1,30.6,0,1,27,0,0,0,0,0,0,1,1,1,70.8,70.8,0.0,0,30.6,101.4,3901,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1,37,0,0,0,0,0.0,16,1,11.96,1,1,18,0,0,0,1,0,1,1,1,1,89.05,1448.6,0.0,0,191.36,1639.96,5953,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,48,0,0,0,0,0.0,3,1,9.95,1,1,13,0,0,0,0,1,1,1,1,1,96.6,291.9,0.0,0,29.85,321.75,3260,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,47,1,0,0,1,1.0,57,1,40.13,1,1,25,0,1,1,0,1,1,1,1,1,104.5,5921.35,0.0,0,2287.4100000000003,8208.76,4471,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,54,0,0,0,0,0.0,5,1,37.1,1,1,2,0,0,0,0,0,0,0,0,1,50.6,249.95,0.0,0,185.5,455.45,2353,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,40,0,1,0,0,0.0,4,1,26.04,0,1,27,1,0,0,0,0,0,0,1,0,49.35,219.65,0.0,0,104.16,323.81,5858,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,22,0,0,0,0,0.0,7,1,12.05,0,1,63,0,1,0,0,1,1,1,1,1,94.25,669.0,0.0,0,84.35000000000001,753.35,5267,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,64,1,0,0,1,1.0,1,1,21.65,0,1,13,0,0,0,0,0,0,0,1,1,68.95,68.95,0.0,0,21.65,90.6,5644,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,62,0,0,0,0,0.0,4,1,42.44,1,1,29,0,0,0,0,0,0,0,1,1,76.05,318.9,0.0,0,169.76,488.66,3685,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,44,0,0,0,0,0.0,1,0,0.0,0,1,2,0,0,0,0,0,0,0,1,1,24.45,24.45,0.0,0,0.0,24.45,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,35,0,0,0,0,0.0,7,1,36.84,1,1,17,0,0,1,0,1,0,0,0,1,89.35,631.85,0.0,0,257.88,949.73,4154,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,60,1,0,0,1,3.0,4,1,32.43,0,1,13,0,0,0,0,1,0,0,1,1,80.35,307.4,0.0,0,129.72,437.12,4167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,24,0,0,0,0,0.0,1,1,31.34,0,1,52,0,0,0,0,1,0,1,1,1,79.05,79.05,0.0,0,31.34,110.39,3555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,42,1,0,0,1,1.0,1,1,12.04,0,1,5,1,0,0,0,1,1,1,1,1,95.0,95.0,0.0,0,12.04,107.04,4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,29,0,0,0,0,0.0,1,0,0.0,0,1,63,0,0,0,0,0,0,1,1,0,25.2,25.2,0.0,0,0.0,25.2,3196,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,34,1,0,0,1,1.0,54,1,42.09,0,1,9,1,1,1,1,1,1,1,1,0,109.75,6110.2,0.0,0,2272.86,8383.06,6274,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,56,0,0,0,0,0.0,2,1,15.79,0,0,0,0,0,0,0,0,0,0,0,0,19.3,28.3,0.0,0,31.58,59.88,2279,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
0,33,0,0,0,0,0.0,15,1,9.71,1,1,26,0,0,0,0,0,0,0,1,1,49.1,679.55,0.0,0,145.65,825.1999999999999,5209,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,29,0,0,0,0,0.0,31,1,31.14,1,1,52,1,0,1,1,0,0,0,0,0,65.25,1994.3,0.0,0,965.34,3079.6400000000003,4403,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,46,1,0,0,1,7.5,61,1,26.94,1,1,11,0,1,0,1,1,0,0,1,1,94.1,5638.3,0.0,0,1643.34,7281.64,6295,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,51,1,0,0,1,2.0,24,1,3.0,1,1,15,0,1,1,0,1,1,1,1,1,104.65,2542.45,0.0,0,72.0,2614.45,4734,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,44,0,0,0,0,0.0,3,1,35.54,1,1,27,0,0,0,0,0,0,0,1,1,74.25,210.3,0.0,0,106.62,316.92,3207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,57,1,0,0,1,1.0,4,1,28.22,1,1,10,0,1,0,0,1,1,1,1,1,100.2,420.2,0.0,0,112.88,533.0799999999999,2650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,46,1,0,0,1,1.0,57,1,36.65,0,1,7,1,0,0,0,1,1,1,1,1,70.1,3913.3,0.0,0,2089.05,6002.35,4669,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,29,0,0,0,0,0.0,4,1,43.45,0,1,52,0,1,1,1,1,1,1,1,1,105.65,443.9,0.0,0,173.8,617.7,4663,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,27,0,0,0,0,0.0,35,1,8.8,1,1,46,1,0,1,1,1,1,1,0,1,85.95,3110.1,0.0,0,308.0,3418.1,3833,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1,50,0,0,0,0,0.0,4,1,33.65,0,1,30,0,0,1,0,0,0,0,1,1,73.9,280.85,0.0,0,134.6,415.4500000000001,4479,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,39,1,0,0,1,1.0,58,1,27.99,1,1,24,1,1,1,0,1,1,1,1,1,109.45,6144.55,0.0,0,1623.4199999999998,7767.97,6424,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,21,0,0,0,0,0.0,30,1,11.73,1,1,63,0,1,0,0,1,1,1,1,1,100.2,2983.8,0.0,0,351.90000000000003,3335.7000000000003,3598,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,32,1,0,0,1,1.0,21,1,5.07,0,1,26,0,1,0,0,0,0,0,1,1,74.05,1565.7,0.0,0,106.47,1672.17,5630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,57,0,0,0,0,0.0,3,1,21.86,1,1,6,0,0,1,0,1,1,1,1,1,101.55,298.35,0.0,0,65.58,363.93,4480,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,30,1,0,0,1,1.0,21,0,0.0,0,1,63,1,0,1,0,1,1,1,0,1,55.95,1157.05,0.0,0,0.0,1167.05,5531,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,36,0,0,0,0,0.0,1,1,24.24,0,1,28,0,0,0,0,0,0,0,1,0,45.75,45.75,0.0,0,24.24,69.99,3531,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,41,0,0,0,0,0.0,11,1,25.24,0,1,29,0,1,0,0,0,0,0,1,0,74.95,815.5,0.0,0,277.64,1093.14,4251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,53,0,0,0,0,0.0,1,1,4.67,0,1,11,0,0,0,0,0,1,1,1,0,80.15,80.15,0.0,0,4.67,84.82000000000001,3947,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,57,1,0,0,1,1.0,72,1,31.13,1,1,11,0,1,1,1,1,1,1,1,1,109.25,8109.8,0.0,0,2241.36,10351.16,4261,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,20,0,0,0,0,0.0,3,0,0.0,0,1,30,0,0,0,0,1,0,0,1,0,35.2,108.95,0.0,0,0.0,108.95,5450,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
0,55,1,0,0,1,1.0,1,1,28.04,0,1,30,0,0,0,0,1,0,0,1,0,78.8,78.8,0.0,0,28.04,106.84,5075,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,42,0,0,0,0,0.0,47,1,35.97,1,1,25,0,1,1,0,1,1,1,0,1,106.4,5127.95,0.0,0,1690.59,6818.54,4804,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,31,0,0,0,0,0.0,18,1,20.86,0,1,3,1,0,0,0,0,0,0,1,0,49.4,874.8,0.0,0,375.48,1250.28,4028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,63,1,0,0,1,1.0,20,1,49.69,0,1,10,0,0,0,0,1,1,1,1,1,90.2,1776.55,0.0,0,993.8,2770.35,2058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,42,0,0,0,0,0.0,6,1,43.8,1,1,5,0,0,0,0,1,1,1,1,1,93.55,536.4,0.0,0,262.79999999999995,799.1999999999999,5617,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,64,0,0,0,0,0.0,1,1,14.91,0,1,21,0,0,0,0,0,1,1,1,1,80.85,80.85,0.0,0,14.91,95.76,3096,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,41,1,0,0,1,1.0,48,1,23.95,1,1,30,0,0,0,0,0,1,1,1,1,82.05,4029.95,0.0,0,1149.6,5179.549999999999,3365,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
1,41,1,0,0,1,1.0,3,1,37.61,0,0,0,0,0,0,0,0,0,0,0,1,20.55,51.15,0.0,0,112.83,163.98,4115,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
0,41,0,0,0,0,0.0,1,1,46.09,0,1,10,0,0,0,0,0,1,1,1,0,78.65,78.65,0.0,0,46.09,124.74,2728,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,47,0,0,0,0,0.0,1,1,4.02,0,1,11,0,0,0,0,0,0,0,1,1,42.9,42.9,0.0,0,4.02,46.92,4895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,26,0,0,0,0,0.0,3,0,0.0,0,1,52,1,0,0,1,0,0,0,1,0,34.25,139.35,0.0,0,0.0,139.35,2802,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,30,0,0,0,0,0.0,9,0,0.0,0,1,48,1,0,1,1,1,1,1,1,0,58.5,539.85,0.0,0,0.0,539.85,3032,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,23,1,0,0,1,1.0,6,1,27.44,1,1,58,0,1,1,0,1,1,1,1,1,105.3,545.2,0.0,0,164.64,709.84,4163,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,32,1,0,0,1,1.0,16,1,17.96,1,1,30,0,0,0,0,0,0,0,1,1,73.85,1284.2,0.0,0,287.36,1571.56,3226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,61,0,0,0,0,0.0,25,1,19.75,1,0,0,0,0,0,0,0,0,0,0,0,24.75,692.1,0.0,0,493.75,1185.85,4931,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
0,31,0,0,0,0,0.0,4,0,0.0,0,1,9,0,0,0,0,0,0,0,1,1,24.45,86.6,0.0,0,0.0,86.6,4909,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,33,0,0,0,0,0.0,28,1,30.48,1,1,13,0,1,1,0,1,1,1,0,1,105.7,2979.5,0.0,0,853.44,3912.94,2464,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,64,0,0,0,0,0.0,1,0,0.0,0,1,7,0,0,0,0,0,0,0,1,1,24.25,24.25,0.0,0,0.0,24.25,2846,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,48,0,0,0,0,0.0,11,1,15.6,1,1,4,0,0,0,0,0,0,0,1,1,76.5,837.95,0.0,0,171.6,1009.55,2291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,47,0,0,0,0,0.0,4,1,7.39,1,1,4,0,1,0,1,0,1,1,1,1,93.5,362.2,0.0,0,29.56,391.76,4554,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,60,0,0,0,0,0.0,28,1,44.28,0,1,5,1,0,0,0,0,0,0,1,1,74.9,2068.55,0.0,0,1239.84,3308.3900000000003,5392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,21,0,0,0,0,0.0,1,1,20.26,1,0,0,0,0,0,0,0,0,0,0,1,24.05,24.05,0.0,0,20.26,44.31,3162,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,36,0,0,0,0,0.0,1,1,30.96,0,1,5,0,1,0,0,0,0,0,1,0,50.55,50.55,0.0,0,30.96,81.50999999999999,3420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,56,0,0,0,0,0.0,14,1,36.97,1,1,27,0,1,0,0,1,1,1,1,1,100.55,1415.55,0.0,0,517.5799999999999,1933.13,5224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,47,1,1,0,0,0.0,1,1,34.57,0,0,0,0,0,0,0,0,0,0,0,1,20.5,20.5,0.0,0,34.57,55.07,2398,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,51,0,0,0,0,0.0,4,1,7.26,0,1,29,0,0,1,0,0,0,0,1,1,74.8,321.9,0.0,0,29.04,350.94,5882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,44,1,0,0,1,1.0,20,0,0.0,0,1,10,0,0,0,0,0,0,0,1,1,24.45,482.8,0.0,0,0.0,482.8,3298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,27,0,0,0,0,0.0,14,1,36.25,0,1,52,0,0,0,0,0,0,0,1,1,71.0,914.0,0.0,0,507.5,1421.5,3228,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,56,0,0,0,0,0.0,3,0,0.0,0,1,25,0,1,0,0,1,1,1,1,1,50.6,155.35,0.0,0,0.0,155.35,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,64,1,0,0,1,1.0,40,1,2.03,1,1,19,0,0,1,1,0,0,0,1,1,84.85,3303.05,0.0,0,81.19999999999999,3384.25,5764,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,21,1,1,0,1,1.0,2,1,27.27,0,1,51,0,0,0,0,1,1,1,1,0,65.7,134.35,0.0,0,54.54,188.89,4265,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,53,0,0,0,0,0.0,1,1,41.39,0,1,3,0,0,0,0,0,0,0,1,0,70.5,70.5,0.0,0,41.39,111.89,4123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,34,0,0,0,0,0.0,10,1,43.26,1,1,21,0,1,1,0,0,1,1,1,1,94.85,953.45,0.0,0,432.6,1386.05,3074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,21,0,0,0,0,0.0,1,1,29.33,0,0,0,0,0,0,0,0,0,0,0,0,19.75,19.75,0.0,0,29.33,49.08,4851,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,42,1,1,0,1,1.0,14,1,45.6,0,1,19,1,1,0,0,1,0,0,1,1,65.45,937.6,0.0,0,638.4,1576.0,2881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,49,1,0,0,1,1.0,22,1,19.8,0,1,17,1,0,1,1,1,0,0,1,1,67.5,1544.05,0.0,0,435.6,1979.65,3378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,25,0,0,0,0,0.0,1,1,14.19,0,1,59,0,0,0,0,0,0,1,1,1,69.6,69.6,0.0,0,14.19,83.78999999999999,2412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,61,1,0,0,1,1.0,49,1,39.55,1,1,10,1,0,1,1,1,1,1,1,0,84.35,4059.35,0.0,0,1937.95,5997.299999999999,6452,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,20,0,0,0,0,0.0,1,1,29.41,0,1,59,0,0,0,0,1,0,1,0,0,78.05,78.05,0.0,0,29.41,117.46,3458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,63,0,0,0,0,0.0,7,1,38.07,1,1,28,0,0,0,0,0,0,0,1,0,73.6,520.0,0.0,0,266.49,786.49,2679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,55,0,0,0,0,0.0,9,1,16.48,1,1,12,0,0,0,0,0,0,0,1,1,74.75,706.6,0.0,0,148.32,854.9200000000001,5003,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,38,0,0,0,0,0.0,1,1,45.49,0,0,0,0,0,0,0,0,0,0,0,1,20.2,20.2,0.0,0,45.49,65.69,5355,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1,22,0,0,0,0,0.0,2,0,0.0,0,1,63,0,0,0,0,0,0,1,1,1,25.05,56.35,0.0,0,0.0,56.35,4810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,23,0,0,0,0,0.0,57,0,0.0,0,1,59,0,1,0,0,1,0,1,0,1,39.3,2111.45,0.0,0,0.0,2191.45,4917,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,64,0,0,0,0,0.0,1,1,10.71,0,0,0,0,0,0,0,0,0,0,0,1,20.25,20.25,0.0,0,10.71,30.96,2783,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
0,30,0,0,0,0,0.0,13,0,0.0,0,1,53,0,0,0,0,0,0,0,1,1,23.9,300.8,0.0,0,0.0,300.8,2967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,48,0,0,0,0,0.0,1,1,22.97,0,1,23,0,0,1,0,1,0,0,1,1,85.45,85.45,0.0,0,22.97,108.42,4931,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,22,0,0,0,0,0.0,63,1,8.38,1,1,59,0,1,0,0,1,1,1,1,0,99.9,6137.0,0.0,0,527.94,6664.9400000000005,4776,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,64,0,0,0,0,0.0,25,1,8.31,1,1,22,0,0,0,0,0,1,1,1,1,84.8,2043.45,0.0,0,207.75,2251.2,4203,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,48,1,0,0,1,1.0,35,1,48.47,1,1,12,0,0,0,0,0,0,0,1,1,75.2,2576.2,0.0,0,1696.45,4272.65,4639,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,44,1,0,0,1,1.0,71,0,0.0,0,1,25,0,1,0,0,1,1,1,0,0,49.35,3515.25,0.0,0,0.0,3615.25,4879,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,49,0,0,0,0,0.0,6,1,6.32,1,1,11,0,0,0,0,0,0,0,1,1,74.9,469.8,0.0,0,37.92,507.72,4160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,43,0,0,0,0,0.0,15,1,16.82,0,1,26,0,1,1,0,1,1,1,1,1,101.25,1457.25,0.0,0,252.3,1709.55,3968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,59,0,0,0,0,0.0,9,1,49.74,0,0,0,0,0,0,0,0,0,0,0,1,18.95,185.6,0.0,0,447.66,633.26,5403,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
0,31,0,0,0,0,0.0,37,0,0.0,0,1,10,0,0,0,1,0,0,0,1,0,28.6,973.55,0.0,0,0.0,973.55,4429,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,60,1,0,0,1,5.0,11,1,26.88,1,1,19,1,0,0,1,1,0,0,1,1,96.2,1222.05,0.0,0,295.68,1517.73,3101,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,21,1,0,0,1,1.0,55,1,10.61,1,1,63,0,0,1,1,1,1,1,1,1,104.15,5743.05,0.0,0,583.55,6326.6,4369,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
0,41,0,0,0,0,0.0,1,1,31.68,0,1,22,0,0,0,0,1,1,1,1,0,90.6,90.6,0.0,0,31.68,122.28,2540,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,51,0,0,0,0,0.0,6,1,21.91,0,1,12,0,0,0,1,0,0,0,1,1,50.8,288.05,0.0,0,131.46,419.51,4713,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,42,0,0,0,0,0.0,4,1,12.24,1,1,11,0,1,0,0,0,1,1,0,1,90.05,368.1,0.0,0,48.96,447.06,3212,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,61,1,0,0,1,1.0,3,1,44.34,1,1,29,0,0,0,0,0,0,0,1,1,75.85,256.6,0.0,0,133.02,389.62,4062,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,39,1,0,0,1,1.0,1,1,30.62,0,1,11,0,0,0,0,0,0,0,1,1,68.5,68.5,0.0,0,30.62,99.12,5753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,30,0,0,0,0,0.0,11,1,38.88,0,1,30,1,0,0,0,0,0,0,1,1,73.5,791.75,0.0,0,427.68,1219.43,4509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,29,0,0,0,0,0.0,1,1,13.04,0,1,46,0,0,0,0,0,0,0,1,1,69.95,69.95,0.0,0,13.04,82.99000000000001,5341,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1,52,0,0,0,0,0.0,5,1,14.26,0,1,26,0,0,1,0,1,1,1,1,1,70.05,346.4,0.0,0,71.3,417.7,4944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,59,0,0,0,0,0.0,8,1,23.89,1,1,14,0,1,1,0,1,0,0,1,1,94.0,773.65,0.0,0,191.12,964.77,2632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,21,1,1,0,1,1.0,22,1,42.98,0,1,30,1,1,1,0,0,0,0,0,0,61.15,1422.05,0.0,0,945.56,2447.61,4626,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,37,1,0,0,0,0.0,29,1,28.37,1,1,12,1,1,0,0,0,0,0,1,1,84.45,2467.1,0.0,0,822.73,3289.83,2651,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,20,1,0,0,1,1.0,13,1,41.22,1,1,63,0,0,1,0,1,1,1,1,1,75.3,989.45,0.0,0,535.86,1525.31,4800,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,38,0,0,0,0,0.0,3,1,13.28,0,0,0,0,0,0,0,0,0,0,0,1,19.6,59.75,0.0,0,39.84,99.59,5000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1,63,0,0,0,0,0.0,62,1,8.08,1,1,21,1,1,0,1,0,1,1,0,0,102.0,6529.25,0.0,0,500.96,7140.21,5090,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,62,1,0,0,1,1.0,17,1,12.06,1,1,9,1,1,1,0,0,0,0,1,0,90.2,1454.15,0.0,0,205.02,1659.17,2026,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1,19,1,0,0,1,1.0,56,1,13.2,1,0,0,0,0,0,0,0,0,0,0,1,25.15,1327.15,0.0,0,739.1999999999999,2066.35,6484,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1
0,58,0,0,0,0,0.0,31,1,16.63,1,1,12,0,0,0,1,0,0,0,1,1,79.85,2404.15,0.0,0,515.53,2919.6800000000003,2554,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
